bucket_us,count
147,1
153,1
163,1
164,1
166,4
167,3
168,2
169,3
170,3
173,2
174,2
175,3
176,2
177,2
178,5
179,5
180,1
181,2
182,7
183,2
184,3
185,6
186,6
187,6
188,1
189,5
190,4
191,2
192,3
194,3
195,5
196,8
197,2
198,2
199,3
200,4
201,3
202,4
203,2
204,6
205,3
206,6
207,5
208,4
209,4
210,5
211,6
212,1
213,3
214,3
215,6
216,7
217,3
218,1
219,6
220,7
221,1
222,6
223,4
224,3
225,2
226,5
227,9
228,4
229,2
230,5
231,3
232,6
233,4
234,6
235,4
236,1
237,5
238,2
239,3
240,7
241,4
242,6
243,6
244,3
245,7
246,3
247,6
248,1
249,5
250,5
251,5
252,8
253,7
254,3
255,4
256,5
257,5
258,10
259,2
260,3
261,5
262,2
263,2
264,5
265,3
266,1
267,3
268,4
269,5
270,7
271,3
272,9
273,5
274,3
275,7
276,3
277,9
278,4
279,3
280,8
281,4
282,7
283,7
284,6
285,2
286,4
287,2
288,11
289,9
290,8
291,5
292,4
293,5
294,5
295,7
296,8
297,6
298,11
299,9
300,10
301,5
302,9
303,11
304,13
305,22
306,20
307,20
308,16
309,26
310,15
311,19
312,23
313,29
314,28
315,34
316,21
317,25
318,25
319,36
320,34
321,38
322,43
323,41
324,35
325,55
326,54
327,51
328,69
329,44
330,60
331,52
332,55
333,64
334,58
335,46
336,71
337,67
338,71
339,82
340,52
341,68
342,60
343,62
344,79
345,49
346,55
347,62
348,54
349,64
350,47
351,58
352,49
353,56
354,55
355,37
356,32
357,36
358,50
359,49
360,51
361,39
362,50
363,51
364,46
365,48
366,44
367,46
368,43
369,39
370,44
371,30
372,48
373,33
374,43
375,47
376,45
377,48
378,39
379,42
380,48
381,57
382,54
383,65
384,63
385,61
386,86
387,78
388,74
389,59
390,97
391,98
392,94
393,86
394,104
395,96
396,124
397,136
398,156
399,150
400,176
401,193
402,227
403,263
404,282
405,334
406,380
407,407
408,481
409,444
410,470
411,496
412,472
413,473
414,517
415,459
416,500
417,487
418,490
419,485
420,449
421,445
422,410
423,411
424,428
425,389
426,434
427,443
428,411
429,428
430,453
431,452
432,426
433,429
434,431
435,426
436,389
437,393
438,392
439,425
440,400
441,430
442,414
443,386
444,411
445,410
446,409
447,391
448,382
449,402
450,415
451,407
452,449
453,431
454,447
455,431
456,439
457,377
458,413
459,451
460,452
461,421
462,436
463,435
464,415
465,362
466,369
467,337
468,318
469,287
470,306
471,296
472,283
473,285
474,274
475,255
476,257
477,228
478,248
479,248
480,239
481,205
482,231
483,212
484,214
485,193
486,204
487,182
488,185
489,183
490,183
491,162
492,170
493,177
494,169
495,157
496,176
497,161
498,154
499,173
500,170
501,166
502,166
503,168
504,189
505,193
506,192
507,206
508,213
509,187
510,229
511,195
512,179
513,196
514,190
515,189
516,170
517,177
518,151
519,186
520,191
521,157
522,160
523,148
524,168
525,146
526,163
527,161
528,163
529,148
530,136
531,149
532,149
533,137
534,145
535,150
536,153
537,146
538,145
539,124
540,144
541,125
542,132
543,144
544,151
545,129
546,103
547,108
548,121
549,108
550,126
551,130
552,119
553,118
554,97
555,113
556,117
557,102
558,107
559,88
560,95
561,81
562,106
563,94
564,102
565,101
566,114
567,101
568,111
569,109
570,111
571,126
572,137
573,146
574,147
575,133
576,106
577,146
578,132
579,151
580,114
581,138
582,137
583,128
584,126
585,136
586,139
587,143
588,132
589,111
590,152
591,108
592,109
593,102
594,123
595,97
596,98
597,85
598,127
599,111
600,128
601,100
602,108
603,119
604,112
605,105
606,95
607,112
608,115
609,90
610,85
611,95
612,93
613,95
614,99
615,82
616,86
617,83
618,102
619,68
620,80
621,70
622,65
623,72
624,71
625,74
626,70
627,72
628,76
629,63
630,75
631,60
632,75
633,60
634,63
635,42
636,58
637,51
638,47
639,63
640,45
641,55
642,53
643,50
644,50
645,63
646,45
647,47
648,49
649,59
650,43
651,36
652,42
653,43
654,38
655,40
656,49
657,36
658,54
659,49
660,55
661,42
662,42
663,39
664,48
665,37
666,36
667,47
668,54
669,46
670,44
671,54
672,43
673,45
674,47
675,35
676,51
677,55
678,57
679,39
680,45
681,47
682,59
683,52
684,61
685,52
686,54
687,60
688,54
689,54
690,52
691,56
692,52
693,64
694,53
695,51
696,48
697,60
698,41
699,52
700,59
701,63
702,64
703,58
704,51
705,56
706,62
707,64
708,49
709,54
710,58
711,53
712,52
713,57
714,44
715,66
716,46
717,66
718,61
719,56
720,42
721,71
722,69
723,61
724,57
725,59
726,61
727,47
728,61
729,61
730,60
731,53
732,51
733,56
734,52
735,59
736,64
737,60
738,70
739,57
740,65
741,55
742,61
743,47
744,50
745,49
746,33
747,58
748,57
749,60
750,43
751,43
752,52
753,59
754,59
755,66
756,64
757,43
758,80
759,44
760,55
761,57
762,56
763,53
764,58
765,53
766,54
767,53
768,49
769,67
770,52
771,54
772,63
773,47
774,63
775,53
776,69
777,57
778,74
779,69
780,62
781,51
782,77
783,80
784,73
785,63
786,74
787,68
788,67
789,65
790,80
791,71
792,81
793,62
794,74
795,76
796,81
797,70
798,71
799,89
800,98
801,77
802,83
803,88
804,98
805,81
806,78
807,93
808,90
809,93
810,86
811,89
812,97
813,82
814,89
815,95
816,97
817,84
818,81
819,77
820,81
821,84
822,95
823,83
824,113
825,85
826,95
827,103
828,97
829,109
830,98
831,90
832,77
833,70
834,79
835,90
836,78
837,73
838,105
839,74
840,70
841,80
842,70
843,65
844,72
845,80
846,84
847,72
848,75
849,69
850,64
851,84
852,47
853,69
854,77
855,56
856,55
857,67
858,50
859,58
860,72
861,65
862,73
863,63
864,74
865,81
866,74
867,62
868,75
869,77
870,52
871,61
872,65
873,68
874,63
875,60
876,57
877,55
878,58
879,62
880,70
881,61
882,58
883,35
886,11
887,19
888,39
889,46
890,56
891,54
892,58
893,56
894,53
895,51
896,47
897,45
898,57
899,40
900,47
901,45
902,41
903,44
904,35
905,48
906,53
907,41
908,49
909,49
910,50
911,41
912,63
913,38
914,53
915,51
916,54
917,36
918,39
919,44
920,47
921,38
922,45
923,49
924,41
925,31
926,52
927,39
928,47
929,51
930,38
931,39
932,41
933,30
934,39
935,31
936,36
937,38
938,46
939,28
940,44
941,33
942,36
943,40
944,44
945,39
946,34
947,35
948,45
949,43
950,40
951,35
952,47
953,48
954,39
955,40
956,36
957,31
958,35
959,43
960,41
961,46
962,43
963,37
964,44
965,40
966,49
967,46
968,50
969,42
970,43
971,41
972,38
973,38
974,34
975,36
976,45
977,49
978,36
979,29
980,37
981,44
982,28
983,40
984,36
985,40
986,44
987,33
988,40
989,29
990,38
991,31
992,33
993,36
994,31
995,36
996,33
997,26
998,36
999,25
1000,23
1001,35
1002,23
1003,27
1004,33
1005,33
1006,22
1007,19
1008,26
1009,26
1010,13
1011,21
1012,12
1013,23
1014,27
1015,24
1016,16
1017,23
1018,23
1019,27
1020,15
1021,24
1022,29
1023,27
1024,21
1025,18
1026,13
1027,17
1028,16
1029,14
1030,23
1031,24
1032,15
1033,23
1034,16
1035,14
1036,19
1037,12
1038,14
1039,14
1040,13
1041,18
1042,14
1043,10
1044,23
1045,14
1046,22
1047,10
1048,12
1049,15
1050,14
1051,10
1052,11
1053,20
1054,17
1055,18
1056,9
1057,11
1058,11
1059,14
1060,17
1061,15
1062,15
1063,9
1064,7
1065,10
1066,6
1067,13
1068,12
1069,6
1070,11
1071,8
1072,10
1073,17
1074,11
1075,12
1076,7
1077,17
1078,13
1079,6
1080,8
1081,14
1082,13
1083,15
1084,6
1085,4
1086,11
1087,12
1088,6
1089,14
1090,15
1091,15
1092,8
1093,16
1094,8
1095,9
1096,4
1097,9
1098,5
1099,9
1100,7
1101,10
1102,10
1103,6
1104,10
1105,7
1106,14
1107,9
1108,9
1109,5
1110,5
1111,10
1112,8
1113,7
1114,7
1115,8
1116,8
1117,7
1118,8
1119,11
1120,6
1121,12
1122,9
1123,6
1124,7
1125,5
1126,11
1127,5
1128,9
1129,7
1130,8
1131,7
1132,4
1133,6
1134,12
1135,10
1136,8
1137,6
1138,3
1139,14
1140,7
1141,5
1142,3
1143,2
1144,6
1145,9
1146,11
1147,2
1148,6
1149,10
1150,8
1151,5
1152,3
1153,9
1154,6
1155,6
1156,8
1157,9
1158,7
1159,7
1160,10
1161,5
1162,2
1163,7
1164,1
1165,12
1166,4
1167,6
1168,5
1169,1
1170,6
1171,3
1172,4
1173,6
1174,5
1175,10
1176,1
1177,4
1178,2
1179,7
1180,6
1181,7
1182,4
1183,4
1184,6
1185,1
1186,5
1187,3
1188,4
1189,6
1190,5
1191,5
1192,3
1193,5
1194,3
1195,8
1196,4
1197,6
1198,2
1199,3
1200,3
1201,4
1202,8
1203,7
1204,8
1205,6
1206,1
1207,5
1208,3
1209,5
1210,4
1211,3
1212,4
1213,1
1214,4
1215,1
1216,4
1217,3
1218,6
1219,5
1220,4
1221,2
1222,6
1223,1
1224,4
1225,1
1226,3
1227,6
1228,3
1229,3
1230,3
1231,3
1232,1
1233,1
1234,1
1235,2
1236,4
1237,4
1238,3
1239,2
1240,3
1241,1
1242,3
1244,4
1245,3
1246,4
1247,4
1248,5
1249,1
1250,6
1251,3
1252,5
1253,8
1254,1
1255,2
1256,2
1257,5
1258,4
1259,5
1260,3
1262,2
1263,5
1264,4
1265,2
1266,3
1267,4
1268,4
1269,2
1270,5
1271,2
1272,7
1273,2
1274,2
1275,3
1276,4
1278,2
1280,4
1281,2
1282,3
1283,2
1285,3
1286,3
1287,4
1288,3
1289,3
1290,2
1291,4
1292,2
1293,2
1294,3
1295,5
1296,2
1297,1
1298,4
1300,3
1301,5
1302,5
1303,2
1304,3
1305,2
1306,4
1307,1
1308,2
1309,4
1310,1
1311,2
1312,1
1313,4
1314,2
1315,1
1317,1
1320,1
1321,4
1322,1
1324,1
1326,2
1327,2
1328,3
1329,2
1331,1
1332,5
1333,1
1334,2
1335,2
1336,2
1337,1
1338,1
1339,1
1340,1
1343,1
1345,1
1346,1
1347,3
1349,2
1350,1
1351,1
1352,3
1353,1
1354,1
1355,1
1356,1
1357,1
1358,1
1359,1
1361,2
1362,1
1363,2
1364,2
1365,1
1366,1
1368,1
1371,2
1372,2
1374,2
1376,1
1380,1
1382,1
1385,1
1386,1
1390,2
1393,1
1394,2
1395,2
1401,1
1406,2
1407,1
1410,1
1411,1
1413,2
1422,1
1423,1
1425,2
1427,1
1432,1
1436,1
1437,2
1439,1
1444,2
1456,1
1457,1
1459,1
1463,2
1465,1
1477,1
1488,1
1494,1
1497,1
1506,1
1512,1
1514,1
1518,1
1519,1
1531,1
1543,1
1551,1
1553,1
1558,1
1574,2
1593,1
1595,1
1655,1
1658,1
1668,1
1676,1
1697,1
1700,1
1702,1
1704,1
1715,1
1751,1
1752,1
1758,1
1760,1
1764,1
1814,1
1816,1
1821,1
1829,1
1841,1
1843,1
1854,1
1873,1
1878,1
1929,1
1938,1
2003,1
2014,1
2017,1
2025,1
2032,1
2041,1
2046,1
2054,1
2063,1
2064,1
2072,1
2083,1
2087,1
2088,1
2103,1
2104,1
2113,1
2116,1
2121,1
2131,1
2136,1
2143,1
2149,1
2151,1
2162,1
2198,1
2206,1
2215,1
2226,1
2230,1
2246,2
2271,1
2280,1
2299,1
2313,1
2314,1
2315,1
2318,1
2328,1
2333,1
2342,1
2348,1
2372,1
2411,1
2441,1
2457,1
2463,1
2469,1
2484,1
2575,1
2579,1
2583,1
2611,1
2627,1
2703,1
2748,1
2782,1
2795,1
2849,1
2936,1
2949,2
2953,1
2957,1
2958,1
2963,1
2964,1
2976,2
2979,2
2981,1
2982,2
2985,1
2986,1
2989,2
2990,1
2992,2
2994,1
2995,3
2996,2
2999,1
3002,2
3003,2
3005,1
3006,1
3007,2
3009,2
3012,1
3013,1
3015,1
3016,1
3017,2
3021,1
3023,1
3025,1
3026,1
3029,1
3030,1
3033,1
3034,1
3036,2
3039,1
3043,1
3048,1
3050,3
3053,1
3055,1
3057,1
3060,1
3061,1
3064,1
3065,1
3066,1
3067,1
3070,2
3072,1
3073,1
3074,1
3078,1
3079,3
3080,1
3082,1
3090,3
3091,2
3093,1
3094,2
3097,1
3101,2
3102,1
3104,2
3105,2
3106,1
3108,1
3114,2
3121,2
3124,1
3126,1
3129,1
3133,2
3135,2
3137,2
3138,2
3141,1
3153,1
3157,1
3165,1
3167,1
3173,1
3178,1
3182,1
3184,1
3190,1
3195,1
3196,1
3210,1
3226,1
3235,1
3238,1
3250,1
3271,1
3278,1
3289,1
3296,1
3301,1
3309,1
3333,2
3334,1
3347,1
3349,1
3354,1
3381,1
3384,1
3385,1
3390,2
3406,1
3415,1
3427,1
3442,1
3448,1
3469,1
3480,1
3488,1
3494,1
3545,1
3629,1
3640,1
3666,1
3709,1
3727,1
3969,1
3996,1
4007,1
4008,1
4019,1
4020,1
4022,1
4028,1
4031,1
4039,1
4061,1
4077,1
4126,1
4130,1
4134,1
4164,1
4166,1
4204,1
4214,1
4235,1
4253,1
4263,2
4270,1
4272,1
4286,1
4319,1
4320,2
4328,1
4334,1
4345,1
4383,1
4400,1
4423,1
4440,1
4467,1
4592,1
4883,1
4951,1
4969,1
4975,1
4976,1
4980,1
4983,1
4985,1
4987,1
4991,1
4993,3
4998,2
4999,1
5001,2
5003,1
5004,1
5005,1
5006,1
5007,1
5008,1
5011,3
5012,1
5014,1
5015,2
5017,2
5019,2
5021,2
5022,2
5023,1
5025,1
5027,1
5028,1
5029,2
5031,4
5032,1
5033,2
5034,1
5038,2
5039,1
5040,2
5041,1
5045,1
5047,1
5050,3
5056,1
5057,1
5058,1
5059,1
5062,3
5066,2
5067,1
5071,1
5074,1
5077,1
5078,1
5081,1
5084,1
5088,1
5089,1
5090,1
5093,1
5094,1
5096,1
5097,2
5098,1
5099,1
5100,1
5101,1
5102,1
5104,1
5105,1
5114,1
5121,2
5123,1
5126,1
5127,1
5128,2
5129,1
5132,2
5133,1
5134,1
5137,1
5142,1
5143,1
5145,1
5148,1
5150,1
5151,1
5152,1
5153,1
5161,1
5163,2
5164,1
5168,1
5171,1
5185,1
5188,1
5196,1
5199,1
5209,1
5215,1
5220,1
5221,2
5229,1
5232,2
5249,1
5252,1
5254,1
5290,1
5291,1
5292,1
5308,1
5324,1
5326,1
5328,1
5350,1
5353,1
5366,1
5424,1
5436,1
5455,1
5468,1
5491,1
5976,1
6002,1
6014,1
6017,1
6031,1
6043,1
6054,1
6066,1
6081,1
6092,1
6120,1
6125,1
6149,1
6153,1
6161,2
6172,1
6195,1
6196,1
6276,1
6283,1
6289,1
6294,1
6297,1
6301,1
6314,1
6321,1
6333,1
6344,1
6357,1
6380,1
6389,1
6403,1
6408,1
6439,1
6446,1
6520,1
6848,1
6928,1
6984,1
6990,1
7001,1
7006,2
7007,1
7010,2
7011,1
7012,1
7013,2
7014,1
7018,2
7019,1
7020,1
7022,1
7023,1
7024,3
7026,1
7029,1
7030,1
7031,1
7032,2
7033,1
7034,2
7041,1
7043,2
7044,1
7045,1
7046,1
7050,1
7051,1
7054,1
7057,1
7059,1
7061,2
7063,1
7066,1
7073,1
7090,1
7097,1
7101,1
7102,1
