sample,cpu,user,nice,system,idle,iowait,irq,softirq,steal
0,0,7,0,218,2477,0,20,1,0
0,1,0,0,3,2894,0,5,0,0
1,0,382,0,255,2477,0,45,2,0
1,1,2,0,10,3246,0,115,0,0
2,0,836,0,275,2477,0,74,2,0
2,1,4,0,17,3614,0,206,0,0
3,0,1276,0,310,2477,0,103,2,0
3,1,6,0,23,3984,0,295,0,0
4,0,1726,0,334,2477,0,131,3,0
4,1,7,0,31,4351,0,386,0,0
5,0,2202,0,334,2477,0,160,3,0
5,1,9,0,37,4723,0,475,0,0
6,0,2677,0,336,2477,0,189,3,0
6,1,10,0,44,5090,0,568,0,0
7,0,3143,0,346,2477,0,218,3,0
7,1,12,0,50,5458,0,659,0,0
8,0,3614,0,350,2477,0,246,4,0
8,1,14,0,55,5821,0,751,1,0
9,0,4089,0,350,2477,0,275,4,0
9,1,17,0,62,6188,0,843,1,0
10,0,4614,0,370,2477,0,334,4,0
10,1,22,0,68,6678,0,951,1,0
11,0,4949,0,405,2477,0,409,5,0
11,1,25,0,73,7035,0,1105,1,0
12,0,5409,0,420,2477,0,437,5,0
12,1,27,0,75,7398,0,1198,1,0
13,0,5853,0,450,2477,0,466,5,0
13,1,27,0,81,7761,0,1290,1,0
14,0,6317,0,461,2477,0,494,6,0
14,1,29,0,89,8125,0,1382,1,0
15,0,6770,0,482,2477,0,523,6,0
15,1,30,0,97,8493,0,1473,1,0
16,0,7200,0,528,2477,0,551,6,0
16,1,32,0,106,8861,0,1564,1,0
17,0,7660,0,544,2477,0,580,7,0
17,1,33,0,114,9230,0,1654,2,0
18,0,8196,0,579,2477,0,615,7,0
18,1,37,0,119,9915,0,1699,2,0
19,0,8721,0,613,2477,0,652,7,0
19,1,37,0,119,10657,0,1699,2,0
20,0,9224,0,614,2477,0,686,8,0
20,1,37,0,119,11339,0,1699,2,0
21,0,9727,0,614,2477,0,717,8,0
21,1,37,0,119,12019,0,1699,2,0
22,0,10203,0,621,2477,0,747,8,0
22,1,37,0,119,12677,0,1699,2,0
