sample,cpu,user,nice,system,idle,iowait,irq,softirq,steal
0,0,6,0,252,2472,0,118,2,0
0,1,0,0,7,3247,0,7,0,0
1,0,284,0,293,2472,0,222,2,0
1,1,1,0,10,3640,0,83,0,0
2,0,643,0,311,2472,0,341,3,0
2,1,1,0,13,4009,0,172,0,0
3,0,966,0,347,2472,0,481,3,0
3,1,1,0,16,4377,0,261,0,0
4,0,1314,0,380,2472,0,592,4,0
4,1,2,0,18,4749,0,351,0,0
5,0,1671,0,405,2472,0,720,4,0
5,1,2,0,20,5124,0,441,0,0
6,0,2023,0,433,2472,0,841,4,0
6,1,2,0,21,5496,0,534,0,0
7,0,2380,0,450,2472,0,968,5,0
7,1,4,0,23,5869,0,625,0,0
8,0,2737,0,465,2472,0,1080,5,0
8,1,5,0,23,6237,0,717,1,0
9,0,3086,0,483,2472,0,1212,5,0
9,1,5,0,25,6600,0,808,1,0
10,0,3452,0,504,2472,0,1319,6,0
10,1,5,0,28,6970,0,899,1,0
11,0,3800,0,520,2472,0,1421,6,0
11,1,5,0,31,7343,0,988,1,0
12,0,4157,0,532,2472,0,1533,7,0
12,1,7,0,33,7705,0,1085,1,0
13,0,4524,0,544,2472,0,1652,7,0
13,1,7,0,36,8070,0,1178,1,0
14,0,4875,0,562,2472,0,1779,7,0
14,1,8,0,39,8444,0,1265,1,0
15,0,5198,0,609,2472,0,1901,8,0
15,1,8,0,40,8810,0,1359,1,0
16,0,5518,0,643,2472,0,2044,8,0
16,1,8,0,43,9178,0,1451,1,0
17,0,5887,0,666,2472,0,2148,9,0
17,1,9,0,47,9545,0,1543,1,0
18,0,6474,0,725,2472,0,2405,9,0
18,1,12,0,51,10556,0,1614,2,0
19,0,7147,0,782,2472,0,2681,10,0
19,1,12,0,51,11796,0,1614,2,0
20,0,7749,0,878,2472,0,2909,10,0
20,1,12,0,51,12967,0,1614,2,0
21,0,8436,0,932,2472,0,3206,11,0
21,1,12,0,51,14229,0,1614,2,0
22,0,9054,0,1000,2472,0,3524,12,0
22,1,12,0,51,15449,0,1614,2,0
