bucket_us,count
156,1
161,1
162,1
164,1
165,2
168,4
169,1
170,4
172,2
173,3
174,3
175,6
176,3
177,2
179,7
180,3
181,3
182,3
183,2
184,4
185,3
186,1
187,6
188,4
189,5
190,3
191,6
192,4
193,4
194,3
195,6
196,1
197,6
198,4
199,5
200,5
201,4
202,7
203,4
204,6
205,2
206,3
207,3
208,2
209,5
210,5
211,3
212,2
213,4
214,5
215,5
216,5
217,4
218,1
219,2
220,4
221,5
222,3
223,5
224,4
225,8
226,4
227,3
228,5
229,2
230,2
231,1
232,2
233,6
234,5
235,3
236,3
237,6
238,4
239,2
240,3
241,3
242,5
243,3
244,8
245,3
246,4
247,8
248,4
249,3
250,5
251,7
253,2
254,6
255,4
256,7
257,4
258,3
259,3
260,5
261,5
262,6
263,1
264,6
265,3
266,2
267,2
268,7
269,6
270,5
271,5
272,8
273,8
274,3
275,7
276,4
277,4
278,2
279,1
280,3
281,4
282,1
283,4
284,4
285,3
286,1
287,6
288,5
289,2
290,2
291,2
292,2
293,4
294,2
295,2
296,4
297,2
298,6
299,4
300,5
301,5
302,3
303,6
304,6
305,5
306,4
307,9
308,6
309,6
310,11
311,10
312,8
313,8
314,11
315,15
316,10
317,10
318,11
319,15
320,13
321,13
322,24
323,15
324,16
325,15
326,25
327,13
328,24
329,22
330,27
331,23
332,16
333,17
334,22
335,21
336,18
337,19
338,21
339,14
340,16
341,21
342,22
343,32
344,18
345,21
346,22
347,27
348,22
349,16
350,20
351,27
352,22
353,23
354,25
355,14
356,30
357,28
358,18
359,20
360,22
361,27
362,23
363,29
364,18
365,19
366,16
367,16
368,21
369,20
370,30
371,12
372,23
373,19
374,17
375,15
376,20
377,21
378,28
379,22
380,16
381,19
382,22
383,26
384,23
385,16
386,14
387,16
388,19
389,18
390,36
391,29
392,22
393,15
394,21
395,18
396,22
397,26
398,28
399,21
400,28
401,27
402,25
403,27
404,21
405,25
406,34
407,28
408,36
409,40
410,35
411,37
412,41
413,60
414,52
415,54
416,63
417,57
418,61
419,80
420,71
421,101
422,93
423,86
424,116
425,100
426,113
427,107
428,121
429,110
430,109
431,127
432,132
433,130
434,144
435,146
436,153
437,142
438,151
439,146
440,142
441,164
442,143
443,134
444,137
445,130
446,161
447,144
448,163
449,143
450,155
451,126
452,175
453,152
454,186
455,183
456,190
457,188
458,199
459,200
460,204
461,207
462,220
463,193
464,229
465,244
466,262
467,239
468,239
469,242
470,267
471,271
472,294
473,286
474,316
475,293
476,319
477,312
478,319
479,374
480,332
481,361
482,397
483,439
484,405
485,434
486,463
487,449
488,513
489,554
490,568
491,544
492,608
493,585
494,618
495,580
496,624
497,640
498,697
499,640
500,666
501,660
502,615
503,575
504,604
505,587
506,635
507,635
508,605
509,641
510,574
511,640
512,615
513,590
514,581
515,599
516,597
517,538
518,603
519,547
520,524
521,545
522,541
523,507
524,453
525,502
526,502
527,470
528,501
529,463
530,536
531,479
532,483
533,515
534,483
535,496
536,451
537,491
538,498
539,524
540,466
541,489
542,503
543,516
544,476
545,453
546,454
547,472
548,464
549,463
550,409
551,439
552,446
553,387
554,431
555,360
556,384
557,393
558,363
559,391
560,331
561,311
562,353
563,312
564,325
565,303
566,294
567,304
568,291
569,293
570,264
571,269
572,289
573,283
574,243
575,258
576,226
577,225
578,232
579,235
580,244
581,223
582,227
583,238
584,216
585,213
586,218
587,185
588,202
589,213
590,211
591,231
592,191
593,170
594,229
595,193
596,181
597,195
598,176
599,181
600,206
601,205
602,210
603,164
604,178
605,187
606,200
607,191
608,187
609,191
610,189
611,168
612,196
613,172
614,206
615,177
616,181
617,194
618,173
619,184
620,52
622,2
623,20
624,61
625,125
626,179
627,150
628,173
629,142
630,182
631,152
632,152
633,161
634,159
635,139
636,149
637,164
638,151
639,140
640,160
641,158
642,141
643,163
644,152
645,142
646,142
647,135
648,130
649,141
650,132
651,119
652,135
653,124
654,132
655,109
656,125
657,122
658,114
659,122
660,119
661,102
662,101
663,96
664,84
665,99
666,104
667,94
668,97
669,75
670,95
671,104
672,78
673,70
674,93
675,95
676,85
677,69
678,97
679,74
680,74
681,80
682,85
683,78
684,86
685,87
686,66
687,75
688,68
689,64
690,62
691,65
692,69
693,77
694,78
695,59
696,76
697,68
698,61
699,75
700,53
701,51
702,71
703,69
704,57
705,60
706,59
707,54
708,56
709,65
710,61
711,55
712,53
713,55
714,39
715,45
716,47
717,61
718,51
719,42
720,45
721,51
722,40
723,42
724,48
725,49
726,62
727,40
728,47
729,47
730,56
731,45
732,34
733,46
734,35
735,44
736,42
737,42
738,42
739,44
740,46
741,44
742,46
743,39
744,36
745,42
746,42
747,36
748,43
749,44
750,34
751,35
752,44
753,32
754,39
755,33
756,40
757,34
758,41
759,29
760,33
761,29
762,36
763,40
764,31
765,48
766,50
767,31
768,34
769,39
770,28
771,29
772,40
773,37
774,34
775,44
776,31
777,34
778,36
779,41
780,36
781,26
782,33
783,36
784,28
785,33
786,46
787,36
788,36
789,32
790,24
791,38
792,43
793,32
794,35
795,40
796,31
797,32
798,48
799,44
800,29
801,31
802,34
803,34
804,43
805,43
806,39
807,44
808,35
809,39
810,31
811,37
812,42
813,31
814,47
815,35
816,38
817,34
818,20
819,33
820,27
821,38
822,32
823,30
824,27
825,28
826,27
827,28
828,36
829,30
830,31
831,32
832,36
833,29
834,29
835,27
836,29
837,33
838,30
839,33
840,18
841,23
842,21
843,30
844,22
845,23
846,26
847,15
848,21
849,24
850,30
851,25
852,26
853,19
854,22
855,21
856,29
857,34
858,24
859,18
860,25
861,32
862,17
863,18
864,19
865,27
866,21
867,28
868,11
869,11
870,13
871,21
872,23
873,16
874,14
875,13
876,16
877,16
878,11
879,14
880,24
881,11
882,21
883,17
884,12
885,15
886,13
887,16
888,11
889,13
890,13
891,15
892,17
893,14
894,12
895,9
896,7
897,7
898,18
899,16
900,11
901,10
902,12
903,12
904,6
905,15
906,5
907,11
908,22
909,11
910,13
911,12
912,15
913,19
914,19
915,10
916,13
917,16
918,7
919,5
920,14
921,9
922,7
923,10
924,13
925,9
926,5
927,11
928,6
929,6
930,11
