run,mode,samples,first_ms,last_ms,overall_rmse,mean_rtt_ms,t300_rmse,t800_rmse,t500_rmse,t300_settle_ms,t800_settle_ms,t500_settle_ms,t300_overshoot,t800_overshoot,t500_overshoot
baseline-m2,baseline,1173,93,104325,191.076168848421,88.92412617220802,106.79076672232884,213.52948106927596,192.22115704127296,,,,46,0,0
