sequence,jitter_ns
0,2639536
1,3903840
2,1960192
3,14613792
4,6047856
5,14603792
6,6048112
7,14610480
8,6031520
9,2968336
10,4461360
11,6514832
12,14607616
13,6037696
14,14596928
15,6078064
16,14986240
17,14861552
18,14602896
19,6030480
20,14665344
21,6084672
22,14616864
23,15650720
24,15557456
25,14636928
26,14587392
27,6036064
28,14614128
29,6023696
30,14613888
31,14235200
32,14607424
33,6031808
34,14662720
35,6044256
36,14604928
37,15668304
38,15654816
39,15651712
40,15356192
41,7292720
42,14635312
43,6031056
44,14596880
45,6073120
46,14599856
47,6046848
48,14595952
49,6045232
50,14593872
51,14257296
52,14647904
53,6071232
54,14613808
55,6042096
56,8510912
57,5676896
58,14606896
59,6034192
60,14718816
61,7584720
62,14681168
63,6069296
64,14624688
65,14618848
66,14654112
67,6103744
68,14641424
69,6075968
70,14667024
71,6089024
72,5683872
73,14629088
74,6069904
75,14625600
76,14625392
77,14615440
78,15677952
79,15661520
80,15679344
81,8496272
82,1760848
83,14641520
84,6062400
85,14630064
86,15659680
87,14589152
88,6056064
89,14591568
90,6088912
91,8862336
92,14622976
93,6067008
94,14613952
95,6031680
96,14623728
97,15416128
98,15657328
99,15675488
100,15670848
101,9532752
102,14625952
103,6024704
104,14611440
105,6021536
106,14641632
107,5811120
108,14639376
109,6075632
110,14611248
111,6057600
112,14597792
113,6032640
114,14619440
115,15666576
116,15659312
117,14590736
118,6049392
119,14597200
120,6057488
121,9724160
122,5672176
123,14646064
124,6077328
125,14640384
126,6066848
127,14601552
128,15447408
129,15668416
130,15672720
131,14247424
132,14633152
133,6078016
134,14597824
135,6022384
136,14633088
137,15361248
138,14595904
139,6033408
140,14615552
141,14226272
142,14611568
143,5861936
144,14622752
145,6066416
146,14583888
147,6031968
148,14645920
149,15470400
150,15663888
151,14236240
152,14614496
153,6025328
154,14643840
155,6026912
156,14590704
157,6014416
158,14635840
159,14267312
160,14636992
161,6072096
162,5665216
163,14613360
164,6049744
165,14604096
166,6029056
167,14590192
168,6025104
169,14580496
170,6085696
171,11402432
172,9864880
173,4270592
174,7548448
175,3083088
176,14643008
177,9711696
178,5663088
179,14604496
180,5916080
181,11821168
182,14647584
183,6084080
184,14662512
185,6045968
186,14620528
187,6101840
188,14649408
189,6029648
190,14648416
191,6083760
192,5673424
193,10036544
194,5658336
195,1409392
196,14602240
197,6030944
198,5704784
199,13448336
200,6075696
201,12519504
202,14604480
203,6053696
204,1378704
205,14606064
206,6048304
207,14613856
208,6044576
209,14626432
210,15680464
211,12878832
212,5676336
213,14598656
214,6051008
215,14648304
216,6007296
217,14616288
218,15674784
219,15669952
220,14609984
221,6047776
222,5660752
223,14634784
224,6075792
225,14592592
226,5809824
227,14613248
228,15665808
229,15678624
230,14619328
231,14246256
232,14613216
233,6024368
234,14604832
235,6056832
236,14597248
237,6046144
238,14603168
239,6022672
240,14602544
241,6040352
242,5690928
243,14613104
244,6022784
245,14612352
246,6031312
247,14642176
248,6037552
249,14647712
250,6071376
251,14263616
252,5675888
253,14643584
254,6103968
255,14637360
256,14632080
257,14609600
258,6048048
259,14654800
260,6100384
261,14600048
262,14620560
263,14611312
264,6027504
265,14611856
266,6046784
267,14643776
268,6046048
269,14755360
270,14676368
271,6084368
272,14669520
273,6097344
274,14632160
275,6044032
276,14641648
277,15465744
278,15667648
279,15680080
280,15668880
281,14643088
282,6092192
283,5653600
284,14707504
285,14645424
286,6053456
287,14747184
288,14719696
289,14732704
290,14720384
291,14715008
292,14846224
293,6084608
294,14791248
295,14756112
296,14648976
297,6087712
298,14783568
299,14745264
